0001_01_003	0001	train/images/0001_01_003.png	train/masks/0001_01_003.png	train/points/0001_01_003.json
0001_01_003_01	0001	train/images/0001_01_003_01.png	train/masks/0001_01_003_01.png	train/points/0001_01_003_01.json
0001_01_006	0001	train/images/0001_01_006.png	train/masks/0001_01_006.png	train/points/0001_01_006.json
0001_01_006_01	0001	train/images/0001_01_006_01.png	train/masks/0001_01_006_01.png	train/points/0001_01_006_01.json
0001_01_007	0001	train/images/0001_01_007.png	train/masks/0001_01_007.png	train/points/0001_01_007.json
0001_01_007_01	0001	train/images/0001_01_007_01.png	train/masks/0001_01_007_01.png	train/points/0001_01_007_01.json
0001_01_012	0001	train/images/0001_01_012.png	train/masks/0001_01_012.png	train/points/0001_01_012.json
0001_01_012_01	0001	train/images/0001_01_012_01.png	train/masks/0001_01_012_01.png	train/points/0001_01_012_01.json
0001_01_013	0001	train/images/0001_01_013.png	train/masks/0001_01_013.png	train/points/0001_01_013.json
0001_01_013_01	0001	train/images/0001_01_013_01.png	train/masks/0001_01_013_01.png	train/points/0001_01_013_01.json
0001_01_016	0001	train/images/0001_01_016.png	train/masks/0001_01_016.png	train/points/0001_01_016.json
0001_01_016_01	0001	train/images/0001_01_016_01.png	train/masks/0001_01_016_01.png	train/points/0001_01_016_01.json
0001_01_017	0001	train/images/0001_01_017.png	train/masks/0001_01_017.png	train/points/0001_01_017.json
0001_01_017_01	0001	train/images/0001_01_017_01.png	train/masks/0001_01_017_01.png	train/points/0001_01_017_01.json
0001_01_019	0001	train/images/0001_01_019.png	train/masks/0001_01_019.png	train/points/0001_01_019.json
0001_01_019_01	0001	train/images/0001_01_019_01.png	train/masks/0001_01_019_01.png	train/points/0001_01_019_01.json
0001_01_021	0001	train/images/0001_01_021.png	train/masks/0001_01_021.png	train/points/0001_01_021.json
0001_01_021_01	0001	train/images/0001_01_021_01.png	train/masks/0001_01_021_01.png	train/points/0001_01_021_01.json
0001_01_022	0001	train/images/0001_01_022.png	train/masks/0001_01_022.png	train/points/0001_01_022.json
0001_01_022_01	0001	train/images/0001_01_022_01.png	train/masks/0001_01_022_01.png	train/points/0001_01_022_01.json
0001_01_029	0001	train/images/0001_01_029.png	train/masks/0001_01_029.png	train/points/0001_01_029.json
0001_01_029_01	0001	train/images/0001_01_029_01.png	train/masks/0001_01_029_01.png	train/points/0001_01_029_01.json
0001_01_030	0001	train/images/0001_01_030.png	train/masks/0001_01_030.png	train/points/0001_01_030.json
0001_01_030_01	0001	train/images/0001_01_030_01.png	train/masks/0001_01_030_01.png	train/points/0001_01_030_01.json
0001_01_033	0001	train/images/0001_01_033.png	train/masks/0001_01_033.png	train/points/0001_01_033.json
0001_01_033_01	0001	train/images/0001_01_033_01.png	train/masks/0001_01_033_01.png	train/points/0001_01_033_01.json
0001_01_043	0001	train/images/0001_01_043.png	train/masks/0001_01_043.png	train/points/0001_01_043.json
0001_01_043_01	0001	train/images/0001_01_043_01.png	train/masks/0001_01_043_01.png	train/points/0001_01_043_01.json
0001_02_040	0001	train/images/0001_02_040.png	train/masks/0001_02_040.png	train/points/0001_02_040.json
0001_02_044	0001	train/images/0001_02_044.png	train/masks/0001_02_044.png	train/points/0001_02_044.json
0001_04_001	0001	train/images/0001_04_001.png	train/masks/0001_04_001.png	train/points/0001_04_001.json
0001_04_003	0001	train/images/0001_04_003.png	train/masks/0001_04_003.png	train/points/0001_04_003.json
0001_04_006	0001	train/images/0001_04_006.png	train/masks/0001_04_006.png	train/points/0001_04_006.json
0001_04_010	0001	train/images/0001_04_010.png	train/masks/0001_04_010.png	train/points/0001_04_010.json
0001_04_012	0001	train/images/0001_04_012.png	train/masks/0001_04_012.png	train/points/0001_04_012.json
0001_04_014	0001	train/images/0001_04_014.png	train/masks/0001_04_014.png	train/points/0001_04_014.json
0001_04_018	0001	train/images/0001_04_018.png	train/masks/0001_04_018.png	train/points/0001_04_018.json
0001_04_022	0001	train/images/0001_04_022.png	train/masks/0001_04_022.png	train/points/0001_04_022.json
